Last,First,Team,RateAssist,RateCDefence,RateClearing,RateCoincidentalMinor,RateCRank,RateCShotPct,RateCShotPlus,RateFaceoff,RateFight,RateForechecking,RateGameFatigue,RateGameMisconduct,RateGRank,RateGrossMisconduct,RateHiddenGoalScored,RateHiddenSaveClear,RateHiddenSaveFaceoff,RateHiddenSaveRebound,RateHiddenShotDefender,RateHiddenShotDeflected,RateHiddenShotOnGoal,RateHiddenShotWide,RateInactive,RateInjuryFactor,RateIntimidation,RateLDDefence,RateLDRank,RateLDShotPct,RateLDShotPlus,RateLWDefense,RateLWRank,RateLWShotPct,RateLWShotPlus,RateMajor,RateMatch,RateMinor,RateMisconduct,RatePassing,RatePenaltyKilling,RatePhysical,RatePosition,RateRDDefence,RateRDRank,RankRDShotPct,RateRDShotPlus,RateRock,RateRookie,RateRwDefence,RateRWRank,RateRWShotPct,RateRWShotPlus,RateSDefence,RateShiftFatigue,RateShotBlocking,RateSkating,RateSpeed,RateSShotPct,RateSShotPlus,RealAssists,RealBlockedShots,RealCornersLost,RealCornersWon,RealCurrentPointStreak,RealEmptyNetGoals,RealFaceoffsLost,RealFaceoffsWon,RealFightsLost,RealFightsTied,RealFightsWon,RealGAA,RealGamesPlayed,RealGameTyingGoals,RealGameWinningGoals,RealGoals,RealGoalsAgainst,RealHits,RealLongestPointStreak,RealLosses,RealMinutes,RealPassesCompleted,RealPassesIncomplete,RealPenaltyMinutes,RealPlusMinus,RealPoints,RealPowerplayGoals,RealSavePct,RealSaves,RealShorthandedGoals,RealShotsOnGoal,RealShutouts,RealTies,RealWins,SimAssists,SimAssistsLastGame,SimBlockedShots,SimCoincidentalMinors,SimCornersLost,SimCornersWon,SimCurrentPointStreak,SimDaysInjured,SimEmptyNetGoals,SimFaceoffsLost,SimFaceoffsWon,SimFights,SimFightsLost,SimFightsTied,SimFightsWon,SimGAA,SimGameMisconducts,SimGamesPlayed,SimGameTyingGoals,SimGameWinningGoals,SimGoals,SimGoalsAgainst,SimGoalsLastGame,SimGrossMisconducts,SimHits,SimLongestPointStreak,SimLosses,SimMajors,SimMatches,SimMinors,SimMinutes,SimMisconducts,SimPassesCompleted,SimPassesIncomplete,SimPenaltiesInMinutes,SimPlusMinus,SimPoints,SimPowerPlayGoals,SimSavePct,SimSaves,SimShorthandedGoals,SimShotsOnGoal,SimShutouts,SimTies,SimWins,Unused1,Unused2,Unused3,Unused4,Unused5,Unused6
Danault,Phillip,LAK,17,5,0,1,1,28,49,4,1,4,1095,0,,0,86,3,0,10,28,12,45,14,0,3,2,0,,0,0,0,,0,0,0,0,1,0,4,0,2,C,0,,0,0,1,N,0,,0,0,0,90,0,4,4,28,49,24,49,0,0,0,0,586,676,0,2,0,0,79,0,5,27,0,74,0,0,1432,0,0,38,14,51,2,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Namestnikov,Vladislav,DET,61,0,0,1,,0,0,0,1,3,915,0,,0,86,3,0,10,23,11,56,9,0,22,2,0,,0,0,4,1,32,67,0,0,1,0,4,0,1,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,4,32,67,12,32,0,0,0,0,10,10,0,2,0,0,60,0,0,13,0,43,0,0,914,0,0,34,1,25,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Namestnikov,Vladislav,DAL,23,0,0,3,,0,0,2,6,3,735,0,,0,86,3,0,10,35,23,23,18,0,67,2,0,,0,0,4,1,60,99,0,0,1,0,4,0,1,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,4,60,99,2,7,0,0,0,0,21,16,0,1,0,0,15,0,1,3,0,19,0,0,185,0,0,11,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Rakell,Rickard,ANA,20,0,0,1,,0,0,1,0,3,1095,0,,0,86,3,0,10,14,10,71,4,0,31,3,0,,0,0,3,2,24,46,0,0,1,0,4,0,3,RW,0,,0,0,0,N,3,1,24,46,0,90,0,3,4,24,46,12,32,0,0,0,0,41,33,0,0,0,0,51,0,1,16,0,61,0,0,936,0,0,8,-7,28,5,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Rakell,Rickard,PIT,396,0,0,0,,0,0,0,0,3,1020,0,,0,86,3,0,10,0,0,107,0,0,63,3,0,,0,0,3,2,17,47,0,0,1,0,4,0,3,RW,0,,0,0,0,N,3,1,17,47,0,90,0,3,4,17,47,9,12,0,0,0,0,2,3,0,0,0,0,19,0,1,4,0,38,0,0,323,0,0,4,7,13,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
C.Miller,Colin,BUF,114,0,2,0,,0,0,0,1,0,1140,0,,0,86,3,0,10,18,11,65,5,0,44,3,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RD,3,1,8,78,0,N,0,,0,0,0,120,0,3,2,8,78,12,42,0,0,0,0,0,0,0,1,0,0,38,0,0,2,0,50,0,0,721,0,0,21,-2,14,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Marchessault,Jonathan,VGK,290,0,0,1,,0,0,1,0,3,1050,0,,0,86,3,0,10,0,0,255,0,0,6,2,0,,0,0,3,1,24,51,0,0,1,18,4,0,2,LW,0,,0,0,0,N,0,,0,0,0,90,0,4,4,24,51,36,17,0,0,0,0,57,43,0,0,0,0,76,0,4,30,0,61,0,0,1336,0,0,36,3,66,5,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Goodrow,Barclay,NYR,2,5,0,3,2,22,38,3,2,5,1005,0,,0,86,3,0,10,37,16,29,17,0,3,4,0,,0,0,5,3,22,38,0,0,1,36,3,1,4,RW,0,,0,0,0,N,5,1,22,38,0,90,0,4,4,22,38,20,54,0,0,0,0,375,366,0,3,0,0,79,0,2,13,0,130,0,0,1320,0,0,69,13,33,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
B.Hunt,Brad,VAN,95,0,1,0,,0,0,0,0,0,915,0,,0,86,3,0,10,0,0,107,0,0,32,2,2,1,9,39,0,,0,0,0,0,1,0,3,0,2,LD,0,,0,0,0,N,0,,0,0,0,120,0,2,2,9,39,14,48,0,0,0,0,0,0,0,0,0,0,50,0,0,3,0,22,0,0,763,0,0,12,-3,17,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Krug,Torey,STL,79,0,2,3,,0,0,0,0,0,1230,0,,0,86,3,0,10,22,9,58,10,0,18,2,2,1,15,53,0,,0,0,0,0,2,0,5,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,4,15,53,34,70,0,0,0,0,0,0,0,0,0,0,64,0,1,9,0,53,0,0,1315,0,0,48,23,43,3,0,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Glendening,Luke,DAL,3,4,0,1,2,16,25,4,1,5,840,0,,0,86,3,0,10,26,10,52,11,0,0,3,0,,0,0,0,,0,0,0,0,1,0,2,1,4,RW,0,,0,0,0,N,4,1,16,25,0,90,1,3,3,16,25,7,59,0,0,0,0,299,425,0,1,0,0,82,0,1,9,0,179,0,0,1157,0,0,15,-17,16,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Gourde,Yanni,SEA,79,3,0,1,1,33,84,3,2,4,1110,0,,0,86,3,0,10,32,14,39,14,0,8,3,0,,0,0,0,,0,0,0,0,1,0,4,0,2,C,0,,0,0,0,N,0,,0,0,0,90,0,4,4,33,84,27,31,0,0,0,0,453,444,0,3,0,0,74,0,3,21,0,77,0,0,1368,0,0,45,-13,48,3,0,0,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
R.Murray,Ryan,COL,8,0,2,0,,0,0,0,0,0,840,0,,0,86,3,0,10,32,21,28,18,0,45,2,3,1,0,0,0,,0,0,0,0,1,0,3,0,2,LD,3,2,0,0,0,N,0,,0,0,0,120,1,3,3,0,0,4,41,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,32,0,0,521,0,0,2,-3,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Galchenyuk,Alex,ARI,71,1,0,1,1,13,29,3,0,2,795,0,,0,86,3,0,10,20,12,62,5,0,22,2,0,,0,0,1,2,13,29,0,0,3,0,3,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,3,3,13,29,15,24,0,0,0,0,195,214,0,0,0,0,60,0,0,6,0,67,0,0,789,0,0,32,-11,21,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Rielly,Morgan,TOR,82,0,3,1,,0,0,0,0,0,1425,0,,0,86,3,0,10,9,4,83,3,0,0,2,3,1,9,2,0,,0,0,0,0,1,0,4,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,5,4,9,2,58,87,0,0,0,0,0,0,0,0,0,0,82,0,3,10,0,92,0,0,1947,0,0,40,16,68,2,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
H.Lindholm,Hampus,ANA,30,0,4,1,,0,0,0,0,0,1350,0,,0,86,3,0,10,18,8,64,9,0,21,2,4,1,8,7,0,,0,0,0,0,3,0,4,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,5,4,8,7,17,77,0,0,0,0,0,0,0,0,0,0,61,0,1,5,0,55,0,0,1375,0,0,42,0,22,1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
H.Lindholm,Hampus,BOS,349,0,4,0,,0,0,0,0,0,1335,0,,0,86,3,0,10,0,0,158,0,0,72,2,4,1,0,0,0,,0,0,0,0,3,0,4,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,5,4,0,0,5,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,223,0,0,4,10,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Dumba,Matt,MIN,31,0,4,5,,0,0,0,1,0,1380,0,,0,86,3,0,10,22,9,57,11,0,25,4,0,,0,0,0,,0,0,0,0,2,0,4,0,4,RD,3,1,12,57,0,N,0,,0,0,0,120,0,3,3,12,57,20,84,0,0,0,0,0,0,0,1,0,0,57,0,1,7,0,114,0,0,1317,0,0,47,9,27,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Gaunce,Brendan,CBJ,1,1,0,0,1,23,65,3,0,2,480,0,,0,86,3,0,10,10,5,82,2,0,52,1,0,,0,0,1,2,23,65,0,0,4,0,2,0,4,C,0,,0,0,0,N,0,,0,0,0,90,0,2,2,23,65,2,9,0,0,0,0,60,66,0,0,0,0,30,0,0,5,0,42,0,0,243,0,0,12,2,7,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Skjei,Brady,CAR,45,0,3,0,,0,0,0,0,0,1275,0,,0,86,3,0,10,19,7,65,8,0,0,2,3,1,10,17,0,,0,0,0,0,6,0,4,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,3,3,10,17,30,73,0,0,0,0,0,0,0,0,0,0,82,0,0,9,0,95,0,0,1734,0,0,48,22,39,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Pearson,Tanner,VAN,59,0,0,1,,0,0,0,1,3,960,0,,0,86,3,0,10,9,6,82,2,0,14,3,0,,0,0,4,1,18,32,0,0,1,0,4,0,3,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,3,18,32,20,41,0,0,0,0,37,20,0,2,0,0,68,0,2,14,0,84,0,0,1092,0,0,30,9,34,1,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Laughton,Scott,PHI,57,3,0,2,1,20,51,3,1,4,990,0,,0,86,3,0,10,19,7,63,10,0,15,4,0,,0,0,3,2,20,51,0,0,1,0,3,0,5,C,0,,0,0,0,N,0,,0,0,0,90,1,3,3,20,51,19,47,0,0,0,0,379,395,0,1,0,0,67,0,1,11,0,151,0,0,1100,0,0,35,-9,30,0,0,0,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Jankowski,Mark,BUF,37,3,0,0,1,29,52,3,0,2,825,0,,0,86,3,0,10,34,24,22,19,0,63,1,0,,0,0,3,2,29,52,0,0,1,0,3,1,1,C,0,,0,0,0,N,0,,0,0,0,90,0,2,3,29,52,3,8,0,0,0,0,93,86,0,0,0,0,19,0,1,2,0,5,0,0,259,0,0,4,2,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Maatta,Olli,LAK,1,0,2,0,,0,0,0,0,0,1095,0,,0,86,3,0,10,33,21,28,17,0,16,2,4,1,3,1,0,,0,0,0,0,1,0,3,0,2,LD,0,,0,0,0,N,0,,0,0,0,120,1,3,3,3,1,7,94,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0,67,0,0,1207,0,0,10,17,8,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Matheson,Mike,PIT,20,0,3,1,,0,0,0,1,0,1125,0,,0,86,3,0,10,23,11,58,7,0,8,3,3,1,16,24,0,,0,0,0,0,1,0,4,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,0,3,4,16,24,20,81,0,0,0,0,0,0,0,1,0,0,74,0,5,11,0,97,0,0,1391,0,0,33,12,31,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Girgensons,Zemgus,BUF,3,4,0,0,2,22,41,2,0,4,885,999,,0,86,3,0,10,32,11,42,14,0,26,3,0,,0,0,4,1,22,41,8,0,1,0,2,0,3,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,3,22,41,8,25,0,0,0,0,144,143,0,0,0,0,56,0,1,10,0,81,0,0,828,0,0,27,-7,18,3,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Ceci,Cody,EDM,40,0,3,0,,0,0,0,0,0,1260,0,,0,86,3,0,10,27,12,49,11,0,4,3,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RD,3,1,10,23,0,N,0,,0,0,0,120,1,3,3,10,23,23,121,0,0,0,0,0,0,0,0,0,0,78,0,0,5,0,117,0,0,1630,0,0,14,8,28,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Wilson,Tom,WSH,31,0,0,1,,0,0,1,4,4,1110,0,,0,86,3,0,10,31,10,45,13,0,4,5,0,,0,0,0,,0,0,0,0,2,346,3,0,5,RW,0,,0,0,0,N,4,1,32,74,0,90,0,3,3,32,32,28,55,0,0,0,0,30,22,0,6,0,0,78,0,5,24,0,240,0,0,1449,0,0,98,13,52,4,0,0,2,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Hertl,Tomas,SJS,77,3,0,2,1,29,64,3,0,4,1200,0,,0,86,3,0,10,20,10,60,9,0,0,3,0,,0,0,0,,0,0,0,0,1,0,4,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,4,4,29,64,34,57,0,0,0,0,697,769,0,0,0,0,82,0,6,30,0,105,0,0,1635,0,0,30,-9,64,6,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Teravainen,Teuvo,CAR,186,0,0,1,,0,0,1,0,4,1065,0,,0,86,3,0,10,17,7,70,5,0,5,1,0,,0,0,3,2,22,42,0,0,3,0,5,0,1,RW,0,,0,0,0,N,3,1,22,42,0,90,0,4,5,22,42,43,30,0,0,0,0,20,24,0,0,0,0,77,0,2,22,0,15,0,0,1363,0,0,24,22,65,9,0,0,2,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Pouliot,Derrick,SEA,520,0,1,0,,0,0,0,0,0,945,0,,0,86,3,0,10,0,0,105,0,0,73,1,2,1,0,0,0,,0,0,0,0,1,0,2,0,3,LD,2,2,0,0,0,N,0,,0,0,0,120,0,2,2,0,0,3,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,142,0,0,2,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Pouliot,Derrick,VGK,817,0,1,0,,0,0,0,0,0,870,0,,0,86,3,0,10,39,27,0,33,0,80,1,2,1,0,0,0,,0,0,0,0,7,0,2,0,3,LD,2,2,0,0,0,N,0,,0,0,0,120,0,2,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,29,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Trouba,Jacob,NYR,44,0,5,3,,0,0,0,5,0,1350,0,,0,86,3,0,10,5,0,92,2,0,1,5,0,,0,0,0,,0,0,0,0,2,0,4,0,5,RD,5,1,11,25,0,N,0,,0,0,0,120,2,4,4,11,25,28,177,0,0,0,0,0,0,0,6,0,0,81,0,1,11,0,207,0,0,1817,0,0,88,25,39,1,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Koekkoek,Slater,EDM,145,0,2,0,,0,0,0,0,0,675,0,,0,86,3,0,10,11,10,73,5,0,63,2,1,1,0,0,0,,0,0,0,0,12,0,2,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,1,2,2,0,0,4,18,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21,0,0,212,0,0,16,2,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
F.Forsberg,Filip,NSH,543,0,0,1,,0,0,0,0,4,1080,0,,0,86,3,0,10,11,6,78,4,0,13,3,0,,0,0,3,1,37,77,0,0,1,0,5,0,4,LW,0,,0,0,0,N,0,,0,0,0,90,0,5,5,37,77,42,48,0,0,0,0,0,1,0,0,0,0,69,0,8,42,0,112,0,0,1249,0,0,22,12,84,10,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Faksa,Radek,DAL,22,4,0,1,1,11,26,4,1,4,945,0,,0,86,3,0,10,32,15,37,15,0,5,3,0,,0,0,0,,0,0,0,0,2,0,3,1,4,C,0,,0,0,0,N,0,,0,0,0,90,1,3,3,11,26,14,68,0,0,0,0,312,383,0,2,0,0,77,0,1,5,0,129,0,0,1214,0,0,52,-20,19,1,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Grzelcyk,Matt,BOS,36,0,3,1,,0,0,0,0,0,1125,0,,0,86,3,0,10,27,13,47,12,0,9,2,3,1,7,5,0,,0,0,0,0,2,0,3,0,2,LD,0,,0,0,0,N,0,,0,0,0,120,0,3,3,7,5,20,83,0,0,0,0,0,0,0,0,0,0,73,0,2,4,0,40,0,0,1367,0,0,24,22,24,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Parayko,Colton,STL,30,0,4,0,,0,0,0,0,0,1410,0,,0,86,3,0,10,28,14,44,13,0,2,4,0,,0,0,0,,0,0,0,0,1,0,4,0,3,RD,4,1,9,30,0,N,0,,0,0,0,120,1,3,3,9,30,29,169,0,0,0,0,0,0,0,0,0,0,80,0,2,6,0,72,0,0,1884,0,0,18,16,35,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sundqvist,Oskar,STL,146,4,0,2,2,16,24,2,0,3,795,0,,0,86,3,0,10,22,7,62,8,0,41,2,0,,0,0,0,,0,0,0,0,1,0,3,1,3,RW,0,,0,0,0,N,4,1,16,24,0,90,0,3,3,16,24,11,19,0,0,0,0,70,61,0,0,0,0,41,0,0,4,0,49,0,0,548,0,0,12,4,15,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sundqvist,Oskar,DET,95,4,0,0,2,40,73,0,0,3,930,999,,0,86,3,0,10,25,13,51,10,0,64,2,0,,0,0,0,,0,0,29,0,1,0,3,1,3,RW,0,,0,0,0,N,4,1,40,73,0,90,0,3,3,40,73,4,10,0,0,0,0,37,14,0,0,0,0,18,0,1,4,0,21,0,0,278,0,0,17,1,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lindell,Esa,DAL,32,0,5,0,,0,0,0,0,0,1320,0,,0,86,3,0,10,25,10,55,9,0,6,3,5,1,6,1,0,,0,0,0,0,1,0,4,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,1,4,4,6,1,21,148,0,0,0,0,1,0,0,0,0,0,76,0,0,4,0,111,0,0,1675,0,0,12,4,25,0,0,0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Stephenson,Chandler,VGK,54,3,0,1,1,34,71,3,0,4,1155,0,,0,86,3,0,10,36,12,34,17,0,3,2,0,,0,0,0,,0,0,0,0,1,0,4,0,2,C,0,,0,0,0,N,0,,0,0,0,90,0,3,4,34,71,43,44,0,0,0,0,602,653,0,0,0,0,79,0,3,21,0,68,0,0,1525,0,0,26,5,64,6,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Gostisbehere,Shayne,ARI,316,0,1,1,,0,0,0,0,0,1335,0,,0,86,3,0,10,0,0,172,0,0,0,1,2,1,19,81,0,,0,0,0,0,1,0,4,0,2,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,4,19,81,37,115,0,0,0,0,0,0,0,0,0,0,82,0,2,14,0,60,0,0,1820,0,0,26,-23,51,2,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
