Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season,CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,ShiftLength,CorsiForRelES,GFPer60,GAPer60,ATOIPP,PPCorsiPercRel,PPGFPer60,PPGAPer60,ATOISH,CorsiForRelSH,SHFPPer60,SHGAPer60
Liam Foudy,20,CBJ,C,24,0,4,4,0,6,-0.1,0,0,0,0,4,0,0,40,0.0,302,12:36,5,13,2,8,20.0,foudyli01,20-21,225,270,45.5,-1.5,167,210,44.3,-3.0,8.1,94.0,102.1,50.0,50.0,12:01,6,5,-3.9,63.0,63.5,1,0.0,0.17,0.17,0.04,1.67,0,6,6,2,10,0,13,3,10.4,14.2,-3.9,-0.4,0.4,-0.1,,0:45,-1.5,2.1,2.1,0:01,,0.0,0.0,0:29,-3.4,0.0,13.6
Cam Fowler,29,ANA,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,21:46,36,27,0,0,,fowleca01,20-21,886,834,51.5,3.9,627,641,49.4,2.0,11.1,89.6,100.7,54.2,45.8,17:60,21,28,-2.9,181.0,41.4,8,0.09,0.32,0.41,0.14,1.34,8,27,35,12,53,5,66,16,36.5,39.4,-2.9,1.5,2.7,4.2,,0:42,3.9,2.9,2.9,1:47,-0.3,3.0,1.2,1:56,-0.1,0.0,8.8
Adam Fox,22,NYR,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,24:42,102,23,0,1,0.0,foxad01,20-21,845,865,49.4,4.3,644,649,49.8,3.9,10.7,91.9,102.6,49.4,50.6,18:23,38,36,4.0,181.0,56.4,14,0.09,0.76,0.85,0.25,1.85,8,63,71,22,88,31,50,12,39.3,35.3,4.0,3.7,4.1,7.8,,0:52,4.3,3.0,2.2,3:44,4.8,9.1,0.3,2:36,3.1,2.9,5.0
Trent Frederic,22,BOS,C,42,4,1,5,-8,65,-0.1,4,0,0,3,1,0,0,44,9.1,473,11:15,15,61,37,33,52.9,fredetr01,20-21,341,381,47.2,-7.6,264,275,49.0,-6.4,4.4,91.4,95.8,41.8,58.2,10:42,9,7,-3.6,75.0,58.7,2,0.1,0.02,0.12,0.06,1.05,6,1,7,4,8,0,16,0,12.6,16.2,-3.6,-0.4,0.3,-0.1,,0:38,-7.6,1.1,2.1,0:16,-18.7,0.0,0.0,0:15,25.3,0.0,0.0
Mark Friedman,25,TOT,D,9,2,1,3,1,9,0.6,2,0,0,0,1,0,0,9,22.2,99,11:03,7,14,0,1,0.0,friedma01,20-21,75,92,44.9,-1.4,58,70,45.3,-0.3,15.6,88.2,103.8,57.6,42.4,10:53,0,2,-1.5,,,1,0.22,0.11,0.33,0.15,1.0,3,1,4,2,7,0,6,0,3.6,5.1,-1.5,0.4,0.2,0.6,,0:35,-6.6,0.0,2.8,0:00,,0.0,0.0,0:00,,0.0,0.0
Martin Frk,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:21,0,1,0,0,,frkma01,20-21,2,7,22.2,-30.2,1,5,16.7,-34.2,0.0,75.0,75.0,100.0,0.0,8:48,0,0,-0.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.5,-0.5,0.0,0.0,-0.1,,0:41,-30.2,0.0,6.8,0:33,0.0,0.0,0.0,0:00,,,
Byron Froese,29,CGY,C,6,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,50,8:18,4,8,12,19,38.7,froesby01,20-21,17,47,26.6,-22.6,10,32,23.8,-24.5,20.0,96.7,116.7,21.1,78.9,6:59,2,0,-1.7,3.0,66.7,1,0.17,0.0,0.17,0.09,0.33,2,0,2,1,1,0,4,3,0.2,1.9,-1.7,0.1,0.1,0.2,,0:31,-22.6,1.4,1.4,0:00,,,,1:19,-4.2,0.0,22.8
Michael Frolík,32,MTL,LW,8,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,14,0.0,92,11:27,1,9,6,4,60.0,frolimi01,20-21,86,68,55.8,-3.7,61,50,55.0,-4.9,0.0,91.7,91.7,58.8,41.2,11:12,2,1,0.2,25.0,56.0,0,0.0,0.0,0.0,0.0,1.75,0,0,0,0,0,0,5,2,3.3,3.1,0.2,-0.3,0.0,-0.3,,0:45,-3.7,0.0,2.0,0:01,-87.2,0.0,0.0,0:12,30.6,0.0,72.7
Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,10:14,0,0,10,10,50.0,frostmo01,20-21,20,14,58.8,15.8,10,11,47.6,2.2,0.0,100.0,100.0,73.3,26.7,9:23,0,1,-0.6,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2,0.8,-0.6,-0.1,0.0,0.0,,0:32,15.8,0.0,0.0,0:47,0.0,0.0,0.0,0:00,,0.0,0.0
Kurtis Gabriel,27,SJS,RW,11,0,0,0,1,55,-0.1,0,0,0,0,0,0,0,4,0.0,84,7:40,10,46,0,0,,gabriku01,20-21,62,88,41.3,-7.3,53,47,53.0,4.9,9.4,94.1,103.5,23.3,76.7,7:33,1,0,0.8,11.0,36.4,0,0.0,0.0,0.0,0.0,0.36,0,0,0,0,3,0,2,0,3.2,2.4,0.8,-0.2,0.1,-0.1,,0:37,-7.3,2.2,1.4,0:00,,0.0,0.0,0:00,,0.0,0.0
Jonah Gadjovich,22,VAN,LW,1,0,0,0,-1,17,0.0,0,0,0,0,0,0,0,0,,5,4:55,0,1,0,0,,gadjojo01,20-21,1,8,11.1,-31.6,1,5,16.7,-28.5,,66.7,,50.0,50.0,4:51,0,0,-0.3,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.3,-0.3,0.0,0.0,0.0,,0:47,-31.6,0.0,12.4,0:00,,,,0:00,,0.0,0.0
Sam Gagner,31,DET,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8.0,649,15:26,14,5,83,97,46.1,gagnesa01,20-21,387,412,48.4,3.5,310,324,48.9,3.7,9.1,90.9,100.0,46.6,53.4,12:09,7,8,-2.9,132.0,66.7,6,0.17,0.19,0.36,0.14,2.1,11,12,23,9,26,6,27,2,16.5,19.4,-2.9,0.5,0.7,1.2,1.0,0:34,3.5,2.4,2.7,2:01,-0.7,4.2,1.4,1:12,3.0,0.0,2.3
Alex Galchenyuk,26,TOT,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,12:42,10,44,3,3,50.0,galchal01,20-21,352,362,49.3,-3.9,276,274,50.2,-4.3,9.2,86.6,95.8,51.5,48.5,11:40,6,16,4.0,,,5,0.15,0.24,0.38,0.14,1.82,8,12,20,8,21,2,28,0,20.2,16.2,4.0,0.6,0.1,0.7,,0:41,-12.2,0.0,4.9,0:58,13.2,9.1,4.6,0:00,-12.9,0.0,0.0
Brendan Gallagher,28,MTL,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,15:01,12,46,23,19,54.8,gallabr01,20-21,518,352,59.5,5.3,385,258,59.9,6.6,10.8,89.4,100.2,47.8,52.2,12:59,7,9,8.1,177.0,59.9,10,0.4,0.26,0.66,0.29,3.03,21,13,34,15,39,10,20,0,21.4,13.3,8.1,2.4,1.0,3.4,,0:44,5.3,3.8,2.5,1:56,3.2,8.7,0.9,0:01,-16.4,0.0,0.0
Dylan Gambrell,24,SJS,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,16:02,54,77,279,358,43.8,gambrdy01,20-21,540,657,45.1,-4.5,409,476,46.2,-3.5,7.7,88.2,95.9,43.2,56.8,13:39,9,13,-4.8,97.0,49.5,5,0.1,0.14,0.24,0.1,0.98,8,10,18,7,24,1,54,15,23.7,28.5,-4.8,-0.4,0.2,-0.2,,0:53,-4.5,2.0,3.5,0:06,-5.8,9.9,0.0,2:16,-7.8,0.5,8.1
Jake Gardiner,30,CAR,D,26,0,8,8,-1,11,1.2,0,0,0,0,5,3,0,23,0.0,417,16:03,15,15,0,0,,gardija01,20-21,332,301,52.4,-0.9,244,228,51.7,-1.4,8.3,91.6,99.9,55.6,44.4,14:12,5,13,-0.4,62.0,37.1,2,0.0,0.31,0.31,0.08,0.88,0,12,12,3,20,6,16,0,13.8,14.1,-0.4,0.3,0.9,1.2,,0:42,-0.9,2.3,2.3,1:48,-2.1,7.7,2.6,0:02,,0.0,0.0
Rhett Gardner,24,DAL,C,28,1,1,2,-9,8,-0.5,1,0,0,0,1,0,0,23,4.3,279,9:58,11,52,43,57,43.0,gardnrh01,20-21,200,230,46.5,-5.9,147,176,45.5,-7.1,5.9,87.5,93.4,45.0,55.0,9:39,5,4,-2.9,52.0,44.2,1,0.04,0.04,0.07,0.03,0.82,2,1,3,1,6,0,16,1,7.0,10.0,-2.9,-0.5,0.0,-0.5,,0:33,-5.9,1.3,3.3,0:02,-11.5,0.0,0.0,0:13,-0.6,0.0,9.8
Conor Garland,24,ARI,RW,49,12,27,39,-3,26,3.9,9,3,0,1,20,7,0,135,8.9,878,17:55,19,26,7,14,33.3,garlaco01,20-21,691,631,52.3,5.5,532,501,51.5,4.8,10.0,88.8,98.9,63.1,36.9,15:01,34,19,3.5,241.0,56.0,14,0.24,0.55,0.8,0.28,2.76,18,40,58,21,53,15,42,0,32.7,29.2,3.5,2.8,1.1,3.9,2.0,0:52,5.5,3.1,3.2,2:50,5.3,6.4,1.3,0:01,24.4,0.0,0.0
Adam Gaudette,24,TOT,C,40,5,6,11,-15,12,0.4,5,0,0,0,3,3,0,66,7.6,445,11:07,22,16,53,71,42.7,gaudead01,20-21,359,414,46.4,0.4,265,301,46.8,0.7,5.6,90.2,95.8,55.3,44.7,10:05,9,6,-3.1,,,4,0.13,0.15,0.28,0.11,1.65,8,9,17,7,15,4,24,0,17.5,20.6,-3.1,0.5,-0.1,0.4,,0:43,3.6,3.0,4.5,1:01,0.5,12.7,0.0,0:00,-18.9,0.0,0.0
Frédérick Gaudreau,27,PIT,C,19,2,8,10,10,2,1.1,2,0,0,0,7,0,1,20,10.0,248,13:04,9,9,87,75,53.7,gaudrfr01,20-21,187,166,53.0,3.8,150,135,52.6,3.7,13.3,93.6,106.9,25.8,74.2,11:10,14,4,1.4,35.0,57.1,3,0.11,0.42,0.53,0.17,1.05,3,12,15,5,16,0,11,5,9.0,7.5,1.4,0.5,0.6,1.1,,0:20,3.8,4.2,1.7,0:08,13.0,0.0,0.0,1:45,3.1,1.8,9.1
Johnny Gaudreau,27,CGY,LW,56,19,30,49,2,6,5.4,12,7,0,5,18,12,0,112,17.0,1031,18:25,9,8,0,1,0.0,gaudrjo01,20-21,755,672,52.9,0.0,579,517,52.8,0.4,9.7,90.2,99.9,60.0,40.0,14:50,23,59,6.8,197.0,56.9,18,0.34,0.54,0.88,0.32,2.0,29,46,75,28,63,23,40,0,37.4,30.6,6.8,4.1,1.3,5.4,1.0,1:07,0.0,2.9,2.7,3:24,1.7,7.2,0.9,0:03,11.5,0.0,0.0
Frederik Gauthier,25,ARI,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,13,6:45,1,1,6,10,37.5,gauthfr01,20-21,5,17,22.7,-21.9,3,12,20.0,-18.8,0.0,100.0,100.0,37.5,62.5,6:45,0,0,-0.6,1.0,100.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0.3,0.9,-0.6,0.0,0.0,0.0,,0:46,-21.9,0.0,0.0,0:00,,,,0:00,,,
Julien Gauthier,23,NYR,RW,30,2,6,8,-6,14,0.3,2,0,0,0,6,0,0,38,5.3,289,9:39,9,56,4,4,50.0,gauthju01,20-21,222,261,46.0,-2.1,169,191,46.9,-0.4,8.9,88.1,97.0,47.0,53.0,9:24,5,9,-0.3,56.0,67.9,3,0.07,0.2,0.27,0.09,1.27,3,9,12,4,11,0,17,0,10.4,10.7,-0.3,0.2,0.1,0.3,,0:35,-2.1,2.3,3.4,0:14,-10.0,0.0,8.1,0:00,36.8,0.0,0.0
Vladislav Gavrikov,25,CBJ,D,55,2,10,12,-13,14,1.7,2,0,0,1,10,0,0,48,4.2,1067,19:24,77,69,0,0,,gavrivl01,20-21,692,895,43.6,-4.2,536,660,44.8,-3.0,7.3,90.6,97.8,36.9,63.1,17:22,17,17,-8.1,102.0,47.1,4,0.04,0.18,0.22,0.07,0.87,3,15,18,6,32,0,64,17,30.0,38.1,-8.1,0.1,1.6,1.7,,0:36,-4.2,1.8,3.0,0:02,-82.9,0.0,0.0,1:56,3.5,1.7,9.4
Glenn Gawdin,23,CGY,C,7,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,48,6:55,1,12,19,16,54.3,gawdigl01,20-21,37,42,46.8,-6.1,26,33,44.1,-8.3,5.0,90.0,95.0,71.0,29.0,6:44,3,0,-0.1,5.0,20.0,0,0.0,0.14,0.14,0.04,0.14,0,2,2,1,1,0,2,0,1.4,1.5,-0.1,0.0,0.0,0.0,,0:30,-6.1,1.3,2.5,0:10,-17.5,0.0,0.0,0:00,,,
Morgan Geekie,22,CAR,C,36,3,6,9,1,10,0.7,1,2,0,0,6,0,0,30,10.0,352,9:47,6,28,74,67,52.5,geekimo01,20-21,279,243,53.4,0.1,209,184,53.2,0.1,7.6,92.5,100.1,56.7,43.3,8:37,5,7,-1.1,57.0,52.6,3,0.08,0.17,0.25,0.09,0.83,5,9,14,5,15,4,10,0,10.7,11.8,-1.1,0.2,0.5,0.7,,0:48,0.1,2.1,1.9,1:04,-9.5,6.3,0.0,0:05,-4.7,0.0,0.0
Nathan Gerbe,33,CBJ,C,9,1,2,3,0,2,0.3,1,0,0,0,1,0,1,9,11.1,100,11:07,2,8,7,6,53.8,gerbena01,20-21,60,60,50.0,3.2,44,44,50.0,2.9,5.4,90.9,96.3,48.5,51.5,9:43,2,1,0.1,14.0,64.3,1,0.11,0.22,0.33,0.12,1.0,2,3,5,2,3,0,5,2,2.2,2.1,0.1,0.1,0.1,0.3,,0:37,3.2,1.4,2.1,0:00,,0.0,0.0,1:23,0.1,4.8,9.6
Timothy Gettinger,22,NYR,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:43,1,5,1,0,100.0,gettiti01,20-21,9,18,33.3,2.9,6,16,27.3,-4.7,0.0,83.3,83.3,27.8,72.2,11:22,1,0,-0.5,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,0.1,0.7,-0.5,-0.1,-0.1,-0.1,,0:34,2.9,0.0,5.3,0:21,,0.0,0.0,0:00,,,
Ryan Getzlaf,35,ANA,C,48,5,12,17,-14,43,0.6,2,3,0,1,11,1,0,70,7.1,796,16:35,46,66,350,326,51.8,getzlry01,20-21,619,565,52.3,4.3,440,419,51.2,4.0,8.3,87.7,96.0,52.8,47.2,14:06,24,40,0.3,133.0,52.6,6,0.1,0.25,0.35,0.13,1.46,8,18,26,9,32,7,43,5,27.6,27.3,0.3,0.1,0.5,0.6,,0:34,4.3,2.2,3.3,1:54,1.7,4.6,0.7,0:31,0.2,0.0,10.8
Dennis Gilbert,24,COL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,20,6:43,1,2,0,0,,gilbede01,20-21,13,14,48.1,-3.0,10,8,55.6,5.6,0.0,100.0,100.0,44.4,55.6,6:00,0,0,0.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7,0.2,0.5,0.0,0.0,0.0,,0:43,-3.0,0.0,0.0,0:00,,,,0:43,-4.0,0.0,0.0
Mark Giordano,37,CGY,D,56,9,17,26,5,14,5.4,5,4,0,2,13,4,0,142,6.3,1285,22:57,110,51,0,0,,giordma01,20-21,901,774,53.8,1.3,675,563,54.5,3.0,10.3,90.2,100.5,51.9,48.1,17:23,21,41,3.8,306.0,46.4,9,0.16,0.3,0.46,0.17,2.54,14,26,40,15,65,15,64,19,39.6,35.8,3.8,2.0,3.4,5.4,,0:31,1.3,3.0,2.6,2:22,2.2,6.7,1.3,3:02,2.0,0.7,6.5
Samuel Girard,22,COL,D,48,5,27,32,15,16,5.7,5,0,0,0,18,9,0,79,6.3,1115,23:13,52,31,0,0,,girarsa01,20-21,1002,661,60.3,2.1,726,486,59.9,2.2,9.1,90.1,99.2,61.2,38.8,19:31,14,32,18.8,186.0,42.5,10,0.1,0.56,0.67,0.2,1.65,8,40,48,15,65,15,40,5,46.3,27.5,18.8,2.4,3.3,5.7,,0:48,2.1,3.1,2.2,2:15,-7.5,8.3,0.0,1:24,0.3,0.9,4.4
Claude Giroux,33,PHI,C,54,16,27,43,-4,12,4.1,15,1,0,2,17,10,0,120,13.3,978,18:06,6,32,484,328,59.6,giroucl01,20-21,792,594,57.1,6.7,594,460,56.4,6.2,11.4,85.8,97.2,50.1,49.9,14:44,19,16,3.0,211.0,56.9,16,0.3,0.5,0.8,0.29,2.22,24,40,64,24,66,17,58,4,34.2,31.2,3.0,3.3,0.8,4.1,3.0,0:39,6.7,3.7,3.7,2:37,0.9,7.2,2.1,0:43,-3.2,0.0,6.0
Cody Glass,21,VEG,C,27,4,6,10,6,8,1.0,0,4,0,0,5,1,0,28,14.3,393,14:32,9,10,110,149,42.5,glassco01,20-21,272,265,50.7,-2.9,179,176,50.4,-2.3,10.0,95.5,105.5,49.1,50.9,12:09,11,6,-0.9,55.0,50.9,4,0.15,0.22,0.37,0.14,1.04,6,9,15,6,20,7,6,0,10.5,11.4,-0.9,0.3,0.6,1.0,,0:41,-2.9,2.4,1.1,2:18,2.8,6.6,0.0,0:02,,0.0,0.0
Luke Glendening,31,DET,C,54,6,9,15,3,20,1.1,6,0,0,1,9,0,0,67,9.0,799,14:48,57,68,523,336,60.9,glendlu01,20-21,479,604,44.2,-1.8,363,441,45.1,-0.6,10.6,92.9,103.4,32.0,68.0,12:15,10,7,-5.3,110.0,60.9,6,0.11,0.17,0.28,0.11,1.24,9,13,22,8,29,0,44,21,19.7,25.0,-5.3,0.0,1.1,1.1,,0:34,-1.8,2.6,2.1,0:05,-5.6,0.0,0.0,2:25,-5.9,0.0,9.5
Alex Goligoski,35,ARI,D,56,3,19,22,2,14,4.5,3,0,0,0,12,7,0,72,4.2,1288,23:00,108,76,0,0,,goligal01,20-21,910,977,48.2,-0.7,677,723,48.4,-0.4,11.1,89.9,101.0,50.3,49.7,19:04,14,33,-7.6,157.0,45.9,7,0.05,0.34,0.39,0.12,1.29,5,28,33,10,61,8,74,22,39.3,46.9,-7.6,1.0,3.4,4.5,,0:47,-0.7,3.0,2.9,0:58,-8.3,8.6,0.0,2:56,-3.3,0.0,8.0
Barclay Goodrow,27,TBL,RW,55,6,14,20,16,52,2.0,6,0,0,1,14,0,0,72,8.3,832,15:07,27,111,162,162,50.0,goodrba01,20-21,624,504,55.3,4.4,486,385,55.8,5.0,10.5,92.2,102.7,46.2,53.8,12:33,16,12,5.1,104.0,69.2,7,0.11,0.25,0.36,0.13,1.31,9,21,30,11,39,0,35,12,33.3,28.1,5.1,0.4,1.6,2.0,,0:48,4.4,3.4,2.0,0:02,0.2,0.0,0.0,2:25,-3.7,0.0,5.3
Shayne Gostisbehere,27,PHI,D,41,9,11,20,-2,6,3.4,4,5,0,0,7,4,0,85,10.6,818,19:56,47,18,0,0,,gostish01,20-21,623,568,52.3,-1.1,466,435,51.7,-1.1,10.4,88.4,98.9,55.8,44.2,17:06,10,24,2.4,189.0,45.0,8,0.22,0.27,0.49,0.19,2.07,14,16,30,12,47,11,39,1,28.0,25.6,2.4,2.0,1.4,3.4,,0:33,-1.1,3.1,3.1,2:41,-4.1,6.0,1.1,0:06,23.5,0.0,10.9
Yanni Gourde,29,TBL,C,56,17,19,36,10,44,4.3,15,2,0,4,15,4,0,118,14.4,956,17:04,21,51,316,333,48.7,gourdya01,20-21,719,575,55.6,4.9,554,448,55.3,4.5,10.5,90.9,101.4,48.8,51.2,13:43,18,13,3.7,182.0,64.8,14,0.3,0.34,0.64,0.26,2.11,26,28,54,22,52,8,37,4,34.2,30.5,3.7,2.9,1.5,4.3,1.0,0:47,4.9,3.4,2.4,1:50,-2.6,4.6,1.2,1:28,11.3,0.0,2.8
Mikael Granlund,28,NSH,C,51,13,14,27,-1,14,2.6,8,5,0,1,12,2,0,74,17.6,992,19:28,42,46,243,226,51.8,granlmi01,20-21,670,684,49.5,-0.7,521,528,49.7,-1.4,9.3,91.4,100.7,54.3,45.7,14:40,23,27,-0.1,134.0,55.2,11,0.25,0.27,0.53,0.22,1.45,20,21,41,17,50,15,57,21,30.5,30.6,-0.1,1.5,1.1,2.6,,0:46,-0.7,2.8,2.8,2:34,-6.2,6.8,0.5,2:12,-9.6,0.0,11.2
Derek Grant,30,ANA,C,46,6,9,15,-4,25,1.1,5,0,1,1,9,0,0,66,9.1,670,14:34,40,65,289,277,51.1,grantde01,20-21,403,567,41.5,-8.2,297,416,41.7,-6.7,10.9,90.8,101.7,37.2,62.8,11:41,9,12,-10.3,122.0,54.1,6,0.13,0.2,0.33,0.13,1.43,9,13,22,8,23,0,39,11,13.6,23.9,-10.3,0.4,0.7,1.1,,0:36,-8.2,2.5,3.0,0:12,-18.3,0.0,6.0,2:40,-1.4,0.5,5.4
Tyler Graovac,27,VAN,C,14,3,1,4,-3,6,0.4,2,1,0,0,1,0,0,17,17.6,136,9:44,5,13,42,50,45.7,graovty01,20-21,92,140,39.7,-6.9,70,108,39.3,-7.4,7.5,90.9,98.5,48.4,51.6,9:08,6,3,-0.5,26.0,65.4,2,0.21,0.07,0.29,0.14,1.21,5,2,7,3,5,1,7,0,5.7,6.3,-0.5,0.4,0.0,0.4,,0:51,-6.9,1.9,3.3,0:23,-28.4,7.3,0.0,0:00,,,
Ryan Graves,25,COL,D,54,2,13,15,15,55,3.6,2,0,0,0,13,0,0,101,2.0,1029,19:03,91,77,0,0,,gravery01,20-21,877,651,57.4,-1.6,630,483,56.6,-2.0,10.0,92.0,101.9,47.9,52.1,15:39,18,24,10.1,226.0,44.7,4,0.04,0.24,0.28,0.08,1.87,3,19,22,7,46,1,48,20,37.3,27.2,10.1,0.5,3.1,3.6,,0:38,-1.6,3.2,2.0,0:03,-16.3,14.6,0.0,3:18,-5.6,0.0,6.7
Andy Greene,38,NYI,D,55,1,4,5,9,6,2.7,1,0,0,0,4,0,0,50,2.0,967,17:35,99,41,0,0,,greenan01,20-21,684,781,46.7,-2.8,511,564,47.5,-2.7,8.2,94.3,102.4,55.8,44.2,15:37,6,19,-1.0,125.0,40.0,2,0.02,0.07,0.09,0.03,0.91,2,6,8,3,32,0,28,4,31.4,32.4,-1.0,-0.5,3.2,2.7,,0:37,-2.8,2.1,1.7,0:07,-16.6,0.0,0.0,1:45,5.5,1.2,2.4
Jordan Greenway,23,MIN,LW,56,6,26,32,5,49,2.5,6,0,0,0,25,1,0,80,7.5,885,15:48,28,87,16,17,48.5,greenjo02,20-21,581,749,43.7,-3.6,454,557,44.9,-3.4,11.5,90.6,102.1,41.8,58.2,14:05,16,18,1.3,142.0,56.3,10,0.11,0.46,0.57,0.19,1.43,9,39,48,16,42,1,44,8,30.7,29.4,1.3,1.5,1.0,2.5,,0:49,-3.6,3.0,2.7,0:29,3.5,1.9,0.0,1:08,1.8,0.9,7.4
A.J. Greer,24,NJD,LW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,9,8:33,0,0,0,0,,greeraj01,20-21,3,15,16.7,-30.7,3,13,18.8,-22.9,,100.0,,33.3,66.7,8:33,0,0,-1.3,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.3,-1.3,0.0,0.0,0.0,,0:45,-30.7,0.0,0.0,0:00,,,,0:00,,,
Noah Gregor,22,SJS,C,30,5,1,6,-16,6,0.0,5,0,0,0,1,0,0,60,8.3,352,11:43,19,47,20,49,29.0,gregono01,20-21,269,363,42.6,-5.9,207,273,43.1,-5.9,5.2,87.8,93.0,45.9,54.1,11:05,11,6,-4.8,98.0,61.2,3,0.17,0.03,0.2,0.1,2.0,8,1,9,5,8,0,26,1,12.4,17.2,-4.8,0.2,-0.2,0.0,,0:43,-5.9,1.4,4.3,0:25,-3.4,0.0,4.7,0:14,12.0,0.0,9.5
Mikhail Grigorenko,26,CBJ,C,32,4,8,12,-2,6,0.9,4,0,0,1,8,0,0,36,11.1,440,13:45,17,14,9,15,37.5,grigomi01,20-21,330,397,45.4,-0.7,258,310,45.4,-1.1,8.5,91.9,100.5,52.0,48.0,12:52,10,8,-4.4,68.0,52.9,4,0.13,0.25,0.38,0.13,1.13,6,12,18,7,16,0,20,1,15.1,19.5,-4.4,0.4,0.5,0.9,1.0,0:44,-0.7,2.3,2.8,0:49,-9.3,0.0,0.0,0:02,-15.4,0.0,25.4
Rocco Grimaldi,27,NSH,C,40,10,3,13,-3,4,1.5,9,0,1,2,3,0,0,62,16.1,513,12:49,9,20,0,2,0.0,grimaro01,20-21,411,423,49.3,-1.1,315,335,48.5,-3.1,7.8,92.0,99.8,52.5,47.5,12:00,17,11,-5.2,112.0,55.4,6,0.25,0.08,0.33,0.16,1.55,15,4,19,9,18,0,23,2,15.8,21.0,-5.2,1.0,0.5,1.5,,0:45,-1.1,2.1,2.6,0:19,-3.1,0.0,0.0,0:27,11.9,3.3,6.6
Jordan Gross,25,ARI,D,7,0,3,3,-3,2,0.2,0,0,0,0,3,0,0,10,0.0,92,13:11,8,6,0,0,,grossjo01,20-21,85,73,53.8,0.4,67,53,55.8,2.2,10.6,80.0,90.6,62.7,37.3,13:08,0,4,1.1,23.0,43.5,1,0.0,0.43,0.43,0.12,1.43,0,4,4,1,5,0,7,0,4.1,3.0,1.1,0.2,0.0,0.2,,0:49,0.4,3.3,4.6,0:02,,0.0,0.0,0:00,-14.0,0.0,0.0
Carl Grundström,23,LAK,RW,47,6,5,11,-10,16,0.6,6,0,0,3,3,2,0,66,9.1,586,12:28,23,104,3,4,42.9,grundca01,20-21,418,518,44.7,-4.2,326,386,45.8,-2.9,7.0,91.2,98.1,48.6,51.4,11:32,6,9,-10.0,101.0,65.3,5,0.13,0.11,0.23,0.1,1.4,9,7,16,7,20,4,24,0,17.5,27.5,-10.0,0.1,0.5,0.6,1.0,0:38,-4.2,1.8,2.7,0:55,-5.3,5.5,0.0,0:00,,0.0,0.0
Matt Grzelcyk,27,BOS,D,37,5,15,20,11,22,4.3,4,1,0,1,9,6,0,80,6.3,731,19:45,34,19,0,0,,grzelma01,20-21,646,454,58.7,6.2,519,341,60.3,7.0,8.2,92.4,100.6,52.0,48.0,16:37,14,11,10.5,126.0,63.5,7,0.14,0.41,0.54,0.18,2.16,8,22,30,10,44,12,22,1,28.7,18.3,10.5,1.7,2.6,4.3,,0:36,6.2,3.1,1.8,2:43,-1.8,7.0,1.8,0:20,9.1,0.0,4.5
